Mode,N_Folds,Gross_Sharpe,Net_Sharpe_5bps,Net_Sharpe_10bps,Net_Sharpe_20bps,Net_Sharpe_full_cost_model,Avg_Daily_Turnover_pct,Avg_Holding_Period_Days,Max_Drawdown,Cumulative_Return
Baseline,21,0.5632806558539248,-0.22545356760590202,-1.0111233562280324,-2.5502974314444575,-3.446672893402711,35.92776947957735,2.783362325257727,-0.9998228160742921,-0.9998090990352028
Execution-Aware,21,0.29367354163943327,0.23228742667079508,0.17090022296538399,0.04813179556915627,0.01930497110419218,3.228415073392736,30.974951400815435,-0.5360949312029897,-0.12129540072094036
